municipio_codigo,nome_municipio,uf,semana_epidemiologica,temperatura_media_c,temperatura_max_c,umidade_relativa_pct,precipitacao_acumulada_mm,ndvi_medio,cobertura_agua_pct,altitude_media_m,populacao_exposta,densidade_demografica,indice_saneamento_pct,casos_semana_anterior,precip_tendencia,temp_tendencia,nivel_risco
MUN_073,Uberlândia,RS,39,26.05,33.19,66.07,96.75,0.385,3.64,1148.6,2791225,192.9,86.7,27.67,110.9,25.53,Baixo
MUN_080,Palmas,BA,7,20.5,26.51,82.02,53.94,0.278,7.35,387.2,2930054,477.7,55.2,79.93,61.76,17.19,Alto
MUN_116,Montes Claros,RJ,9,23.15,27.56,38.94,7.53,0.156,0.19,8.4,2279674,137.6,79.2,29.79,-3.79,22.63,Medio
MUN_117,Palmas,PA,36,33.09,37.33,51.21,22.41,0.215,2.17,662.9,2658917,299.5,65.7,40.25,31.95,33.37,Baixo
MUN_162,Natal,BA,4,21.52,27.84,67.94,70.34,0.251,4.11,5.8,1543761,129.6,79.3,39.14,78.59,21.68,Medio
MUN_006,Montes Claros,CE,1,34.34,39.47,70.39,52.0,0.337,5.01,984.6,325005,184.9,69.3,32.01,58.12,33.44,Baixo
MUN_012,Caxias do Sul,SC,29,27.07,32.07,42.58,3.3,0.0,2.47,427.6,2191850,442.4,49.6,51.7,7.94,27.51,Alto
MUN_117,Goiânia,RJ,34,24.15,27.87,68.93,44.41,0.263,4.73,70.0,1976328,105.7,84.9,32.6,47.88,21.58,Alto
MUN_101,Fortaleza,SC,31,29.91,34.39,70.28,47.73,0.36,7.33,250.8,2395181,434.4,70.6,39.21,20.9,29.88,Medio
MUN_005,Caxias do Sul,SP,17,25.18,30.87,57.59,20.77,0.183,0.92,821.3,945541,335.8,71.5,26.66,17.09,21.91,Baixo
MUN_179,Montes Claros,TO,8,24.36,30.64,68.36,20.15,0.268,6.5,1186.5,385014,68.1,87.0,15.08,20.87,23.98,Baixo
MUN_003,Recife,CE,32,21.94,28.3,69.45,36.23,0.173,8.07,131.9,492312,323.3,73.1,39.19,35.87,22.27,Medio
MUN_045,Palmas,GO,10,21.94,27.17,72.63,53.67,0.368,4.7,229.9,197567,260.7,76.6,47.28,58.37,24.73,Medio
MUN_148,Santos,PR,7,28.53,33.83,72.29,50.62,0.276,2.29,21.1,2669181,469.9,43.5,78.79,57.74,29.0,Alto
MUN_002,Santos,SC,4,31.11,35.86,74.01,35.27,0.096,4.8,614.3,2440877,384.2,65.6,55.99,24.16,31.76,Medio
MUN_009,Crato,BA,18,24.88,30.68,74.55,90.8,0.506,10.2,446.8,456276,324.6,73.2,68.01,98.06,22.81,Alto
MUN_183,Salvador,PE,36,23.09,28.56,65.65,70.65,0.349,11.09,693.2,420406,351.1,59.7,61.59,80.63,24.19,Alto
MUN_101,Salvador,GO,3,24.12,29.37,70.78,91.87,0.388,8.19,598.1,1739606,287.1,77.5,51.76,78.19,25.42,Medio
MUN_082,Araguaína,GO,5,19.38,24.56,64.31,18.25,0.212,3.33,189.4,1745985,119.6,75.1,28.76,-0.96,16.03,Medio
MUN_075,Fortaleza,MG,15,22.32,27.19,52.14,19.17,0.178,3.18,366.8,1610867,161.1,74.6,26.71,20.26,19.2,Baixo
MUN_135,Montes Claros,PE,17,24.57,29.67,71.44,79.73,0.343,9.79,897.8,2684670,410.7,55.4,75.06,73.69,24.7,Alto
MUN_141,Curitiba,RS,11,31.37,37.22,57.45,18.3,0.271,4.03,1133.8,1240284,422.6,61.0,66.29,37.88,31.59,Baixo
MUN_154,Caxias do Sul,RN,32,30.83,34.11,68.27,28.97,0.265,6.81,513.8,823660,342.1,68.8,41.89,36.15,33.56,Medio
MUN_149,Goiânia,BA,1,26.41,31.9,61.34,12.6,0.157,2.44,448.8,1808386,315.4,47.1,66.91,22.75,30.85,Alto
MUN_096,Belém,CE,21,26.76,31.05,49.34,26.87,0.244,2.22,279.9,2492685,40.2,86.3,8.19,26.75,26.48,Baixo
MUN_099,Fortaleza,MG,12,28.06,33.11,61.45,64.34,0.385,8.27,931.7,2427317,40.6,83.9,29.01,73.41,30.13,Baixo
MUN_187,Itaquaquecetuba,RJ,41,22.2,26.64,57.82,63.57,0.381,6.58,824.9,249454,233.6,66.4,34.33,77.15,22.14,Baixo
MUN_134,Fortaleza,TO,28,31.86,38.21,64.53,48.05,0.333,4.69,212.3,693538,427.9,55.7,78.23,36.67,33.27,Alto
MUN_020,Crato,SC,2,28.28,34.59,62.34,73.09,0.266,7.01,737.4,2158502,218.6,82.3,30.45,52.4,24.68,Baixo
MUN_183,Ribeirão Preto,RS,41,17.66,21.69,59.0,40.01,0.244,3.48,952.0,2782336,145.0,91.3,19.22,47.49,15.51,Baixo
MUN_049,Ribeirão Preto,PE,25,20.04,26.68,76.27,102.55,0.439,8.86,590.3,1284119,375.0,63.6,65.91,104.59,19.69,Alto
MUN_053,Itaquaquecetuba,BA,4,27.14,31.64,54.35,69.82,0.326,4.37,525.8,878318,495.7,54.2,83.36,66.4,26.97,Alto
MUN_040,Araguaína,GO,46,25.08,31.82,61.38,43.42,0.32,1.61,735.6,2301899,49.8,81.5,40.35,51.38,26.19,Baixo
MUN_027,Ribeirão Preto,TO,31,24.92,30.29,72.53,95.81,0.378,7.92,438.0,99091,97.0,76.2,30.96,89.98,22.84,Medio
MUN_158,Macaé,RS,26,30.74,35.83,75.44,62.58,0.353,6.17,183.6,2484514,162.6,72.2,40.92,48.3,34.33,Medio
MUN_153,Salvador,BA,28,27.08,34.43,81.9,54.78,0.31,4.45,938.9,791270,111.7,80.4,31.64,64.03,26.16,Baixo
MUN_143,Salvador,MG,44,25.75,30.9,58.11,51.04,0.227,3.63,486.8,268224,361.1,61.3,42.68,59.33,24.59,Alto
MUN_122,Macaé,PA,30,25.23,28.91,76.17,108.19,0.477,5.28,344.2,954546,383.8,65.1,61.2,119.2,28.02,Medio
MUN_073,Montes Claros,AM,34,25.27,31.22,63.74,22.17,0.226,3.09,907.9,2160575,128.4,89.7,14.5,8.05,25.34,Baixo
MUN_137,Sorocaba,PE,14,26.31,30.72,55.5,28.04,0.288,4.13,900.6,203530,190.5,80.8,30.39,40.68,24.5,Baixo
MUN_023,Natal,BA,2,25.58,30.71,51.85,21.95,0.327,5.35,299.7,696279,401.0,54.2,63.76,37.95,23.57,Alto
MUN_005,Araguaína,RS,50,26.78,33.85,60.2,18.36,0.205,1.68,722.9,2459081,415.3,66.7,55.76,11.7,27.48,Medio
MUN_072,Campinas,SP,30,20.97,26.19,68.21,29.27,0.187,2.15,575.9,1068333,351.8,71.7,59.47,23.46,21.11,Medio
MUN_085,Palmas,PR,12,17.75,23.42,85.45,96.09,0.52,8.54,169.7,2542061,453.5,51.7,81.49,100.58,17.03,Alto
MUN_102,Caxias do Sul,RS,13,27.48,31.92,61.22,63.7,0.283,0.0,636.2,731401,397.2,53.3,58.77,60.84,26.27,Alto
MUN_094,Curitiba,RJ,46,24.81,29.65,52.44,67.76,0.409,7.34,98.6,2777819,231.3,61.1,46.07,46.55,24.37,Medio
MUN_143,Campinas,PA,12,27.6,32.14,66.06,100.73,0.322,8.38,936.7,1065841,23.2,90.6,18.3,118.79,25.72,Baixo
MUN_023,Araguaína,RJ,11,26.6,31.8,57.06,43.27,0.25,7.39,417.3,178143,440.6,55.9,69.79,54.44,25.12,Alto
MUN_036,Sorocaba,RN,52,22.44,27.3,72.73,103.55,0.393,6.33,1152.4,1966405,143.6,76.7,43.7,93.48,22.18,Baixo
MUN_019,Sorocaba,TO,35,23.12,29.22,64.26,77.93,0.351,4.79,228.7,2007848,207.5,58.7,52.59,78.64,19.67,Medio
MUN_053,Montes Claros,RJ,48,25.48,31.15,48.11,27.74,0.242,3.48,835.7,593209,320.1,66.1,34.53,32.13,26.52,Baixo
MUN_099,Uberlândia,BA,48,28.66,35.12,61.99,48.19,0.412,2.76,369.1,2296958,441.1,67.1,58.67,33.52,28.56,Medio
MUN_184,Campinas,SP,38,24.6,27.52,63.3,47.92,0.278,4.3,63.9,739764,126.8,84.8,33.12,49.46,24.7,Alto
MUN_075,Campinas,RJ,21,25.14,32.07,66.27,94.13,0.368,5.89,164.0,285056,75.7,79.4,35.14,89.93,26.42,Medio
MUN_105,Uberlândia,GO,27,24.8,28.43,77.75,69.62,0.279,3.45,725.2,2116925,268.4,81.3,47.37,74.28,24.51,Baixo
MUN_163,Caxias do Sul,PR,3,26.44,33.55,55.59,58.52,0.354,4.29,315.0,185735,366.3,58.2,59.97,71.94,23.87,Medio
MUN_045,Sorocaba,RN,44,30.96,34.9,63.09,40.31,0.287,6.95,16.6,361821,195.5,94.1,24.9,55.79,32.23,Medio
MUN_037,Santos,RS,29,21.0,23.45,41.68,43.49,0.305,3.58,922.4,1791170,406.0,45.8,65.41,30.71,23.12,Alto
MUN_046,Belém,RN,10,22.39,29.31,69.95,45.97,0.443,6.45,849.4,1309137,293.3,82.5,51.99,53.82,24.67,Baixo
MUN_106,Fortaleza,SP,11,26.98,33.08,68.04,40.34,0.253,0.0,30.9,1486177,407.1,74.6,51.82,37.03,25.49,Alto
MUN_069,Palmas,RN,23,25.29,29.89,51.38,16.03,0.308,4.12,10.0,882707,170.1,74.0,23.37,16.14,28.77,Medio
MUN_114,Campinas,MG,38,24.88,30.56,47.37,42.9,0.257,2.04,106.1,671198,235.4,67.1,47.84,38.93,24.45,Medio
MUN_126,Campinas,MG,50,30.05,34.32,56.42,37.11,0.223,4.74,503.9,2501474,142.1,97.5,6.73,42.98,30.49,Baixo
MUN_124,Santos,SC,44,23.99,28.63,79.05,130.98,0.498,11.79,647.6,1995384,150.8,79.3,51.32,139.21,25.7,Medio
MUN_135,Sorocaba,RS,12,26.54,30.76,65.54,34.22,0.263,2.25,950.2,2761952,89.0,78.6,34.52,34.16,28.37,Baixo
MUN_159,Santos,PE,17,24.5,29.63,66.05,36.26,0.262,4.56,891.1,748864,62.1,72.0,15.26,35.52,23.04,Baixo
MUN_078,Palmas,PE,27,26.69,30.87,70.58,40.08,0.252,2.73,648.4,1568653,190.1,72.6,39.73,25.66,27.19,Baixo
MUN_146,Crato,TO,51,29.09,33.46,51.03,40.27,0.305,3.86,477.8,1528280,206.0,80.2,17.62,40.82,28.13,Baixo
MUN_098,Macaé,CE,24,28.8,32.42,73.06,104.3,0.361,6.6,426.2,907963,195.4,79.9,45.9,100.58,28.31,Medio
MUN_106,Macaé,BA,23,23.46,29.49,55.27,41.28,0.231,3.65,400.2,316427,117.2,76.8,35.35,49.93,23.22,Baixo
MUN_057,Manaus,PR,22,19.65,24.91,75.74,89.8,0.371,9.96,35.9,1293541,256.8,62.8,46.62,103.35,19.81,Medio
MUN_056,Araguaína,TO,46,24.68,29.63,57.65,57.83,0.352,3.43,413.9,148628,177.3,93.5,35.43,72.5,26.33,Baixo
MUN_045,Salvador,PR,50,22.94,27.41,56.32,29.68,0.356,1.07,529.9,2503281,317.9,75.0,36.88,25.78,25.81,Medio
MUN_119,Belém,RS,48,22.71,27.79,73.44,104.62,0.446,7.0,278.6,1852681,497.9,56.4,87.24,106.12,22.43,Alto
MUN_132,Montes Claros,SP,44,23.34,27.57,49.51,17.57,0.224,4.76,438.1,2510187,216.3,75.6,36.0,4.48,23.58,Baixo
MUN_048,Goiânia,PR,12,21.46,24.73,71.08,26.49,0.294,6.93,1199.4,349539,53.8,100.0,0.0,30.2,23.65,Baixo
MUN_180,Ribeirão Preto,CE,1,26.72,29.73,58.88,34.3,0.325,4.43,622.5,1880197,241.6,76.1,42.39,20.61,24.16,Baixo
MUN_097,Santos,BA,17,27.74,34.26,60.84,43.59,0.221,3.58,72.8,2598173,261.6,77.4,33.94,45.05,27.72,Alto
MUN_099,Uberlândia,BA,48,28.66,35.12,61.99,48.19,0.412,2.76,369.1,2296958,441.1,67.1,58.67,33.52,28.56,Medio
MUN_072,Montes Claros,RJ,14,27.96,33.36,68.83,45.79,0.236,4.8,335.9,427306,303.0,67.9,56.28,28.82,28.99,Medio
MUN_123,Fortaleza,SC,18,23.67,26.23,66.37,44.93,0.324,3.15,160.7,1915711,238.8,52.3,44.69,34.89,25.21,Medio
MUN_080,Araguaína,BA,24,28.73,34.81,69.0,83.43,0.328,7.22,658.2,2450021,270.4,70.7,31.64,87.84,26.45,Baixo
MUN_051,Macaé,PA,39,22.91,29.79,82.43,86.68,0.357,4.73,650.7,1560910,305.5,58.2,58.92,81.08,25.47,Alto
MUN_134,Fortaleza,TO,28,31.86,38.21,64.53,48.05,0.333,4.69,212.3,693538,427.9,55.7,78.23,36.67,33.27,Alto
MUN_016,Santos,PR,44,23.92,28.98,61.11,69.17,0.293,8.15,606.6,464449,423.9,53.9,63.32,70.44,24.82,Alto
MUN_090,Curitiba,RS,48,22.91,27.4,54.28,57.09,0.416,5.44,933.1,2569120,404.3,60.7,50.66,38.28,26.09,Medio
MUN_126,Manaus,RN,1,24.07,28.69,71.87,26.83,0.222,3.84,710.7,2916123,287.3,50.7,66.05,34.47,24.7,Alto
MUN_019,Itaquaquecetuba,AM,17,32.28,36.0,53.6,37.33,0.258,3.73,704.7,2802404,418.0,66.2,55.29,41.91,31.39,Alto
MUN_158,Araguaína,MG,17,28.51,33.59,65.1,80.78,0.339,6.56,1149.2,693311,412.0,55.0,63.8,77.89,29.33,Baixo
MUN_130,Santos,MG,35,28.32,31.42,48.86,13.11,0.288,4.08,521.1,1745474,51.5,82.7,20.6,1.68,28.43,Baixo
MUN_120,Campinas,AM,49,25.47,31.95,75.13,37.85,0.335,6.55,942.7,123680,485.0,63.4,65.77,42.92,23.14,Medio
MUN_087,Araguaína,PE,11,31.38,35.95,70.44,36.4,0.127,1.42,173.9,1878704,298.9,80.4,59.74,38.04,30.52,Alto
MUN_045,Fortaleza,PA,25,25.87,32.81,83.72,108.5,0.406,7.32,673.1,2818447,474.7,54.1,89.47,120.48,24.9,Alto
MUN_119,Uberlândia,MG,27,24.98,28.55,65.22,54.16,0.131,1.62,196.9,2032934,236.5,74.6,36.67,61.83,23.76,Alto
MUN_056,Montes Claros,PE,28,31.03,37.15,54.51,42.26,0.312,3.71,267.9,266702,139.6,80.4,7.79,35.99,31.17,Medio
MUN_198,Ribeirão Preto,RN,14,24.8,28.91,67.64,39.41,0.309,1.95,764.6,191736,166.5,64.7,35.15,37.55,23.35,Baixo
MUN_047,Recife,RS,46,27.68,33.57,43.94,38.67,0.286,1.29,171.1,2983691,374.6,66.9,48.5,16.46,26.54,Alto
MUN_098,Ribeirão Preto,PA,35,21.6,28.08,71.25,53.38,0.424,2.14,854.3,1179842,86.4,76.1,25.95,73.29,23.54,Baixo
MUN_156,Manaus,GO,5,28.04,32.18,69.32,41.05,0.266,6.3,706.4,1168616,386.4,57.7,58.32,19.85,27.2,Alto
MUN_145,Crato,CE,26,25.58,29.85,69.25,35.4,0.313,3.74,828.7,128245,263.9,65.1,37.56,41.16,24.06,Baixo
MUN_101,Uberlândia,RN,12,23.33,29.53,55.08,64.23,0.374,8.89,1038.8,505896,434.5,67.2,82.4,53.95,23.17,Baixo
MUN_175,Caxias do Sul,RS,26,27.36,31.87,50.73,27.26,0.309,0.8,463.9,1905096,439.3,63.5,59.3,30.27,24.04,Medio
MUN_090,Montes Claros,CE,20,25.72,32.04,71.73,76.56,0.356,2.94,995.5,363107,219.0,61.3,39.88,88.11,26.66,Baixo
MUN_160,Uberlândia,AM,51,28.4,32.43,65.74,28.55,0.301,2.12,117.2,85387,53.7,89.5,8.74,22.06,28.38,Medio
MUN_121,Ribeirão Preto,MG,8,27.53,32.57,81.39,52.74,0.241,2.35,803.0,555614,419.8,63.7,66.55,38.09,26.38,Medio
MUN_162,Natal,BA,4,21.52,27.84,67.94,70.34,0.251,4.11,5.8,1543761,129.6,79.3,39.14,78.59,21.68,Medio
MUN_048,Belém,PR,48,32.42,37.65,70.53,23.6,0.223,3.27,997.9,2054360,243.8,80.9,38.4,21.59,31.9,Baixo
MUN_198,Uberlândia,RN,13,29.59,33.87,74.79,35.98,0.253,2.46,105.5,826010,457.8,71.6,78.93,34.42,29.71,Alto
MUN_013,Itaquaquecetuba,CE,11,28.23,33.3,63.41,21.74,0.245,8.4,295.2,2611026,171.1,89.6,29.33,32.38,26.01,Baixo
MUN_141,Belém,AM,17,18.0,24.93,74.72,66.22,0.302,7.91,119.3,2798179,268.3,69.5,42.96,74.53,21.35,Medio
MUN_108,Belém,PE,1,27.84,32.73,69.42,89.74,0.54,4.29,80.6,1829378,320.6,67.3,55.74,75.06,27.25,Medio
MUN_081,Manaus,RJ,11,22.26,26.46,71.4,66.14,0.339,6.37,911.0,947493,485.1,53.4,61.1,69.84,23.71,Alto
MUN_024,Itaquaquecetuba,AM,16,26.39,34.44,48.03,28.32,0.223,4.21,54.2,252375,264.4,82.3,33.96,35.54,27.92,Medio
MUN_176,Itaquaquecetuba,GO,18,29.96,35.33,73.32,36.79,0.214,3.11,510.8,588755,275.9,64.2,50.23,44.24,29.08,Alto
MUN_001,Itaquaquecetuba,GO,18,22.75,26.94,68.02,64.3,0.235,5.98,231.7,1118257,496.3,65.6,61.43,61.88,20.93,Alto
MUN_133,Ribeirão Preto,PA,48,25.84,32.82,63.08,27.93,0.271,4.2,114.1,2789051,282.4,60.4,53.77,23.73,29.14,Medio
MUN_080,Palmas,BA,7,20.5,26.51,82.02,53.94,0.278,7.35,387.2,2930054,477.7,55.2,79.93,61.76,17.19,Alto
MUN_140,Manaus,CE,5,25.28,28.06,51.65,12.88,0.14,3.58,512.8,1613225,158.9,76.3,26.1,28.15,28.29,Baixo
MUN_082,Palmas,TO,6,27.3,31.54,53.25,36.84,0.276,0.32,1151.8,708945,173.7,84.4,39.24,27.23,25.91,Baixo
MUN_067,Fortaleza,GO,44,28.91,34.32,68.17,14.52,0.15,3.37,613.5,62162,105.0,69.2,38.14,9.53,27.41,Baixo
MUN_030,Sorocaba,RJ,24,27.72,32.62,67.26,139.12,0.292,9.53,583.0,2251296,293.3,80.8,53.44,133.91,25.16,Medio
MUN_184,Palmas,MG,29,27.76,33.07,74.92,36.31,0.299,5.32,574.2,2165889,459.4,54.1,77.93,35.75,31.48,Alto
MUN_174,Itaquaquecetuba,PA,51,22.22,26.72,72.57,32.88,0.243,0.75,24.6,1012742,223.9,73.8,44.49,33.31,19.26,Medio
MUN_140,Palmas,RS,19,25.73,30.04,78.6,45.93,0.338,2.88,321.4,514827,317.5,68.9,61.05,41.24,25.5,Medio
MUN_019,Montes Claros,PR,12,26.0,31.85,64.97,57.56,0.192,2.64,461.1,898750,401.2,67.6,61.08,62.33,22.4,Medio
MUN_104,Araguaína,CE,41,22.43,27.63,53.36,36.77,0.318,2.78,555.2,1428768,244.6,76.4,49.17,17.48,25.73,Alto
MUN_154,Goiânia,TO,30,28.36,35.15,64.35,46.05,0.371,6.29,795.9,2136627,39.6,94.3,22.44,52.6,31.43,Baixo
MUN_026,Belém,SC,41,28.85,31.92,58.55,48.4,0.203,5.55,215.2,1706251,306.3,75.6,66.01,43.4,32.44,Alto
MUN_106,Fortaleza,SP,11,26.98,33.08,68.04,40.34,0.253,0.0,30.9,1486177,407.1,74.6,51.82,37.03,25.49,Alto
MUN_060,Itaquaquecetuba,TO,39,29.03,34.75,61.63,10.36,0.194,1.37,702.0,1936449,171.8,92.3,25.49,8.49,29.91,Baixo
MUN_022,Palmas,PA,45,20.84,26.19,54.09,33.29,0.242,3.98,688.0,2900303,219.3,76.0,31.94,40.04,21.06,Baixo
MUN_162,Ribeirão Preto,BA,17,27.23,31.44,57.43,58.85,0.244,2.39,578.0,783394,167.4,64.0,23.27,52.24,23.45,Baixo
MUN_032,Palmas,PA,42,31.02,37.59,65.36,52.83,0.263,4.35,625.5,653594,227.0,81.0,33.41,48.3,32.33,Medio
MUN_015,Ribeirão Preto,PA,47,27.04,33.86,63.69,39.58,0.329,4.02,635.6,1227389,254.1,77.0,55.48,38.52,29.91,Medio
MUN_015,Santos,RS,49,30.12,35.72,76.1,39.22,0.235,4.3,295.1,2305360,323.9,58.1,75.31,44.46,26.75,Medio
MUN_173,Belém,AM,23,26.48,30.88,60.16,24.39,0.281,0.06,1107.9,1812997,238.6,69.7,52.44,49.47,29.23,Baixo
MUN_090,Montes Claros,BA,8,22.93,27.87,53.56,121.82,0.537,4.5,45.0,848815,161.7,75.3,51.94,108.75,25.11,Alto
MUN_161,Macaé,BA,40,26.64,30.29,55.35,66.55,0.352,3.19,53.2,1061577,496.3,56.9,95.32,62.16,27.08,Alto
MUN_115,Crato,RS,37,21.65,24.77,56.34,37.35,0.2,6.09,233.3,128481,364.3,63.5,61.52,42.19,22.35,Alto
MUN_200,Crato,SP,9,30.27,35.74,42.21,17.53,0.306,4.42,116.8,631528,89.4,82.3,32.96,13.43,32.72,Baixo
MUN_197,Caxias do Sul,CE,36,26.89,30.74,69.29,21.81,0.314,0.0,552.9,922165,384.3,83.9,61.31,8.85,28.98,Medio
MUN_124,Sorocaba,SP,36,22.97,29.34,60.13,10.26,0.167,0.41,1056.8,2158695,460.1,46.9,81.8,4.71,25.71,Baixo
MUN_086,Santos,RN,25,26.31,29.96,64.69,46.35,0.418,2.33,575.3,613963,251.3,87.5,53.77,62.35,27.27,Medio
MUN_079,Natal,PA,29,23.53,28.87,57.14,14.9,0.367,0.92,675.6,1771926,187.3,78.3,21.55,6.29,24.39,Baixo
MUN_005,Araguaína,SP,41,19.78,25.15,69.28,62.36,0.341,5.09,422.0,2275349,231.0,85.2,34.3,51.14,20.8,Alto
MUN_011,Santos,PE,5,24.07,30.0,60.76,53.0,0.244,4.44,800.9,1535989,373.7,73.8,83.41,71.27,24.56,Alto
MUN_191,Natal,SC,43,26.13,29.81,77.43,35.99,0.293,6.25,920.4,1248876,388.5,54.7,61.6,46.33,27.67,Baixo
MUN_106,Fortaleza,GO,17,25.44,29.28,58.56,28.13,0.34,2.53,1164.4,1787561,24.3,88.9,9.95,29.47,26.38,Baixo
MUN_083,Itaquaquecetuba,RN,12,25.3,30.66,63.8,15.47,0.119,1.15,94.3,2534892,175.4,67.3,37.65,32.2,28.61,Alto
MUN_151,Goiânia,AM,35,26.08,30.43,63.35,34.29,0.198,2.49,597.8,235554,111.2,78.6,34.36,43.44,26.03,Baixo
MUN_150,Ribeirão Preto,AM,33,22.88,28.36,69.84,78.9,0.319,8.66,1172.3,1995914,474.7,74.6,59.93,78.49,21.04,Baixo
MUN_141,Salvador,MG,8,23.97,28.9,67.39,27.74,0.284,4.65,466.5,2040648,437.0,66.3,54.53,24.07,26.33,Alto
MUN_145,Macaé,TO,23,27.73,33.98,56.58,69.0,0.295,1.36,634.0,632999,200.2,91.1,24.61,91.03,29.16,Baixo
MUN_168,Goiânia,SC,35,24.66,30.27,58.63,41.67,0.19,5.29,625.6,898644,480.9,66.3,65.37,38.89,25.07,Alto
MUN_010,Araguaína,RN,42,30.36,35.42,55.82,27.11,0.264,6.8,22.8,2620080,427.5,60.2,63.32,10.71,33.62,Alto
MUN_023,Campinas,TO,27,23.85,27.92,52.16,25.45,0.326,1.66,1119.3,804087,149.7,72.0,40.56,36.92,20.49,Baixo
MUN_001,Uberlândia,PA,33,24.99,29.45,60.01,34.52,0.069,3.55,5.7,1863082,27.7,86.6,2.75,19.06,27.22,Medio
MUN_103,Itaquaquecetuba,AM,34,31.25,36.1,59.88,36.63,0.323,5.08,43.1,2754826,311.2,64.6,46.72,28.69,33.12,Alto
MUN_142,Manaus,TO,9,27.41,34.57,67.57,53.82,0.306,3.58,38.9,940093,245.7,59.6,45.39,51.04,29.81,Medio
MUN_162,Macaé,GO,28,32.65,37.36,63.22,25.85,0.304,2.51,953.1,132169,349.4,65.3,48.47,15.82,31.23,Baixo
MUN_165,Recife,RJ,49,25.56,32.09,50.75,12.76,0.22,0.27,824.9,1580421,272.8,80.4,46.84,7.18,24.62,Baixo
MUN_109,Macaé,PR,17,24.04,31.1,51.75,29.33,0.3,4.02,575.8,1790111,248.2,72.0,36.41,20.2,18.67,Baixo
MUN_088,Santos,SC,37,26.98,32.26,63.85,23.96,0.307,2.54,882.3,2964275,335.1,62.3,48.52,20.7,28.34,Baixo
MUN_138,Palmas,CE,4,25.73,27.94,52.67,38.95,0.35,4.39,1174.5,867235,70.6,77.5,15.32,43.95,26.0,Baixo
MUN_110,Araguaína,BA,1,18.02,23.24,68.04,99.82,0.431,6.44,48.2,2989081,338.7,62.7,77.59,92.79,18.69,Alto
MUN_003,Belém,PE,25,33.69,40.7,61.64,59.05,0.189,7.73,1063.6,1643070,94.2,65.0,35.79,47.25,34.49,Baixo
MUN_097,Curitiba,SC,19,29.86,34.42,74.94,135.49,0.407,5.27,1062.6,1209657,443.4,65.6,80.24,132.98,32.02,Medio
MUN_176,Manaus,RJ,31,23.84,28.95,47.81,16.47,0.348,0.0,1113.6,777872,392.0,58.1,68.56,33.77,24.8,Baixo
MUN_084,Caxias do Sul,BA,31,21.43,26.35,81.61,126.99,0.365,8.8,104.9,289803,320.9,65.1,64.18,127.29,20.67,Alto
MUN_137,Campinas,GO,4,25.29,31.01,58.33,66.78,0.314,4.62,298.4,456687,401.7,54.6,57.4,70.73,26.14,Alto
MUN_096,Ribeirão Preto,SP,21,30.65,35.7,63.67,43.14,0.285,4.52,352.2,1721457,307.4,67.0,59.76,32.04,34.14,Alto
MUN_010,Belém,GO,39,23.35,30.73,62.47,40.8,0.219,2.72,54.6,1290845,458.4,47.6,83.13,63.74,25.24,Alto
MUN_095,Santos,AM,34,26.03,32.44,72.59,39.62,0.225,1.8,968.4,2030283,319.7,70.1,44.82,38.09,25.89,Baixo
MUN_198,Curitiba,SP,11,21.1,26.61,58.68,22.36,0.271,5.17,120.0,420055,199.8,76.5,50.15,22.7,17.96,Alto
MUN_106,Campinas,AM,44,33.79,38.65,54.57,18.91,0.323,4.59,444.9,1808325,218.5,70.7,46.46,18.72,32.4,Medio
MUN_009,Recife,MG,30,27.94,29.66,63.35,59.53,0.453,4.88,136.2,2627987,450.5,48.7,67.94,65.48,27.95,Alto
MUN_020,Itaquaquecetuba,MG,41,26.56,31.43,79.03,105.96,0.332,4.57,826.5,1806384,483.2,52.2,81.49,109.28,26.48,Medio
MUN_099,Recife,RN,42,31.47,36.95,67.33,74.36,0.378,3.75,1131.0,1632824,390.2,61.6,71.09,85.75,30.99,Baixo
MUN_124,Natal,PA,48,27.21,32.02,80.77,215.97,0.596,12.06,495.7,2649131,416.5,67.0,55.92,221.17,28.32,Alto
MUN_098,Campinas,PR,16,18.0,22.41,63.3,41.76,0.377,4.67,744.2,2063753,50.1,91.6,19.28,37.44,18.7,Baixo
MUN_148,Recife,GO,35,26.32,32.67,71.52,57.96,0.244,7.35,881.4,2512483,324.8,56.5,59.08,52.25,23.18,Baixo
MUN_064,Santos,TO,43,27.59,32.21,70.43,35.33,0.393,0.0,633.9,438147,484.7,43.9,89.25,27.8,24.62,Alto
MUN_080,Natal,RN,51,22.63,29.19,54.42,74.61,0.446,8.26,620.8,2584186,58.7,78.8,37.76,65.87,20.86,Baixo
MUN_008,Santos,PE,21,26.86,30.0,50.37,63.65,0.178,3.44,554.0,2857918,408.6,56.5,63.89,77.01,29.14,Alto
MUN_086,Recife,PA,28,27.23,34.01,80.09,44.5,0.322,1.54,264.3,1678632,417.8,56.9,59.93,43.2,29.77,Alto
MUN_057,Sorocaba,PA,35,24.54,28.71,54.81,39.43,0.353,3.48,390.9,2196620,220.0,66.5,55.03,50.13,25.43,Medio
MUN_104,Fortaleza,BA,51,24.65,29.27,60.37,19.25,0.374,2.79,772.1,1313734,49.9,100.0,9.38,15.3,23.62,Baixo
MUN_142,Curitiba,PA,42,22.43,26.18,39.02,20.49,0.206,4.67,355.2,2076537,360.6,60.0,72.02,21.26,24.37,Alto
